,id,created_at,author_id,text,name,username,location
214,891710899,2022-02-28T21:50:54.000Z,891710899,"@VodafoneUK First phone: Nokia 3410
Favourite phone: blackberry! 
First mobile game: snaaaake 🐍
Favourite mobile game: doodle jump, what a game that was, the hours I spent playing it on the school bus 😂",Tamsin🌸,tamsinpritchard,"Bristol, England"
215,299771325,2022-02-28T21:46:25.000Z,299771325,"@VodafoneUK Ha ha, testing the memory a bit... Nokia 3210 so that was a long time ago, I really liked my last phone, pixel 3xl, snake was the first game... Unless you count typing in your custom ringtone 😅 favourite game probably Monument Valley, that was a beautiful game! #VodafoneTreats",Alan,Mitonski,UK
216,320326741,2022-02-28T21:45:22.000Z,320326741,@VodafoneUK #love https://t.co/eVJBdF7LL5,Kellie Faggle,KellieFaggle,"West Midlands, England"
217,350415592,2022-02-28T21:43:58.000Z,350415592,"@VodafoneUK First phone: Sony ""The Mars Bar"" CM-H333 Black 1992
Favourite phone: BlackBerry Bold
First game: snake
Favourite mobile game: candy crush https://t.co/y9WoIZvDQL",Louisa,LuckyLondonLou,London
218,1.18711E+18,2022-02-28T21:41:32.000Z,1.18711E+18,"@VodafoneUK Nokia 3310
iPhone 12 
Snake 
Candy Crush 
#VodaphoneTreats",🥸Paul Agnew🥸,paulagnew18,Durham 
219,1.37868E+18,2022-02-28T21:37:28.000Z,1.37868E+18,"@VodafoneUK First phone: Nokia 3210
Favorite phone: IPhone 3GS (loved that device)
First Mobile Game: Snake
Favorite Mobile Game: PUBG mobile (surprisingly easy to get into)",Harry,MyNameIsReborn,"London, England"
220,28402053,2022-02-28T21:34:37.000Z,28402053,"@VodafoneUK First phone: Nokia 5110
Favourite phone:Blackberry Curve (controversial, but that keyboard 😍!)
First mobile game:Snake
Favourite mobile game:Clash Royale",Strats,stratsislaw,"i am here, where are you?"
221,1.30688E+18,2022-02-28T21:33:34.000Z,1.30688E+18,@VodafoneUK #LOVE https://t.co/zVlqTQJf0b,💫 Michelle 💫,Michelle_C_123,"Tyne and Wear, England"
222,8.91566E+17,2022-02-28T21:33:11.000Z,8.91566E+17,@VodafoneUK #Love married 40 years and still enjoying life together https://t.co/2pBiTvdsZg,🌺 ✨🌻Janet Johnston 🌻✨🌺,janetlynnej,"Knebworth, England"
223,246430346,2022-02-28T21:32:01.000Z,246430346,"@VodafoneUK First phone was Nokia 3210
Favourite phone was Samsung Galaxy 5 
First game I think was snake.
Favourite game is Candy crush or a good puzzle game #VodafoneTreats",🌺🌻Tina Deacon🌻🌺,tdeacon23,kent England
224,22843608,2022-02-28T21:30:57.000Z,22843608,@VodafoneUK #LOVE https://t.co/7VyzVnW9Lx,angela jones,AngelaJonesxx,
225,8.98845E+17,2022-02-28T21:28:30.000Z,8.98845E+17,"@VodafoneUK #VodafoneTreats

First phone: Erikson brick
Favourite phone: Huawei P20 Pro
First mobile game: Don't play games
Favourite mobile game: Don't play games",Alison,TheOnlyAlisonL,Yorkshire 
226,107818394,2022-02-28T21:27:04.000Z,107818394,"@VodafoneUK #VodafoneTreats

First phone: Motorola M300
Favourite phone: Nokia 6310i best Batterylife ever and still gave it.
First mobile game: Snake
Favourite mobile game: Snake",Darshak Patel,PatelDaku,"Slough, UK"
227,2592702335,2022-02-28T21:24:50.000Z,2592702335,@VodafoneUK #LOVE is making chocolate cake https://t.co/2goVja6FJj,abby may 🤞🧚🏻👨‍👩‍👧🍀,abbygaylemay,
228,7.15289E+17,2022-02-28T21:18:17.000Z,7.15289E+17,"@VodafoneUK First Phone: Sony Ericsson - Brick phone🧱

Favourite Phone: 
Ever owned - @SamsungMobile Galaxy Note 4,  
Wanted - Galaxy S22 Ultra🖊📝

First Mobile Game: Snake 🐍 

Favourite Mobile Game: @CallofDuty mobile 🔫 https://t.co/8uJXh49C1K",Ryan Cawsey 🏴󠁧󠁢󠁷󠁬󠁳󠁿,RJCawsey,"Cyffordd Llandudno, Cymru"
229,394938553,2022-02-28T21:17:46.000Z,394938553,"@VodafoneUK First phone: Nokia 3210
Favourite phone:Nokia 3220!! 
First mobile game:snake
Favourite mobile game: heads up
#VodafoneTreats",Claire,Claire89Hall,midlands uk
230,2921846356,2022-02-28T21:15:31.000Z,2921846356,"@VodafoneUK First Phone Nokia 3410
Favourite Phone iPhone 11
First mobile game Snake
Favourite Mobile game Snake 
#VodafoneTreats",Maria 💐💐💐💐💐💐,giggles1978MR,United Kingdom
231,50594763,2022-02-28T21:12:23.000Z,50594763,Following a number of conversations the last week about @GOVUK #EmergencyAlerts. Hopefully there is an awareness campaign to educate and support @bt_uk @MarcAllera @virginmedia @O2 @LutzSchueler @ThreeUK @VodafoneUK @@AhmedShelbaya https://t.co/yl953ZhdKA,Mark Fermor,fermorm,"London, England"
232,1.22982E+18,2022-02-28T21:00:17.000Z,1.22982E+18,"@VodafoneUK First phone: Motorola T180 
Favourite phone: Samsung S10 
First mobile game: Classic Snake on the 3310 🔥
Favourite mobile game: I put hours into Angry Birds 🙌 #VodafoneTreats",OneJellyMan 💛💙🇺🇦,OneJellyMan,"Barrow-in-Furness, England"
233,115380868,2022-02-28T20:58:59.000Z,115380868,"@VodafoneUK #VodafoneTreats

First phone: Sony Ericsson A1018
Favourite phone: Apple iPhone 12
First mobile game: snake
Favourite mobile game: Pokémon go",Chris travell,theboytravell,
234,1.24246E+18,2022-02-28T20:57:38.000Z,1.24246E+18,@VodafoneUK Samsung flip Nokia 3410 snake &amp; snake,itchyteeth,itchyteeth1,Wits end
235,2316931869,2022-02-28T20:56:46.000Z,2316931869,"@VodafoneUK Motorola c500 and I had a argument with my mum and she snapped the sticky up arial off of it, hmmmmm tough I think maybe the Nokia 3210…. Snake…. Snake 🤣🤣",Clare Payne,clarepe007,
236,183154461,2022-02-28T20:52:36.000Z,183154461,"@VodafoneUK First phone: Motorola StarTAC 70
Favourite phone: Nokia 6310i (💙 the blue screen)
First mobile game: Snake
Favourite mobile game: Angry Birds
#VodafoneTreats 🙏",James Carlin,jamescarlin77,United Kingdom
237,1.12893E+18,2022-02-28T20:38:50.000Z,1.12893E+18,@VodafoneUK My first mobile phone on the Vodafone network was in 2017 Vodafone Smart first 7.,Vanessa fiel,Vanessafield16,Crawley
238,18073872,2022-02-28T20:35:22.000Z,18073872,".@VodafoneUK in recent powercuts I lost mobile signal, is this how it has to be or is tech being worked on to prevent loss of signal in powercuts?",Darius G Laws 🇬🇧,dariusglaws,Great Britain
239,9.79412E+17,2022-02-28T20:34:27.000Z,9.79412E+17,"@VodafoneUK Nokia
HTC
Snake
Bingo Blitz",StellaFeighan,stellacroner,"South East, England"
240,424638881,2022-02-28T20:30:22.000Z,424638881,"@VodafoneUK Motorola Timeport
Nokia 3310
Snake
Snake 2 (hated the walls on snake)

#VodafoneTreats",Ian East,Easters86,South Oxfordshire
241,19645453,2022-02-28T20:29:36.000Z,19645453,"@VodafoneUK First phone: Motorola flip (with active flip)
Favourite phone: Motorola razor
First mobile game: snake
Favourite mobile game: mini metro",//\477 🏴󠁧󠁢󠁥󠁮󠁧󠁿,CyberMaxpower,the universe milkyway galaxy 
242,1.06839E+18,2022-02-28T20:29:05.000Z,1.06839E+18,"@VodafoneUK First phone : Nokia 3310
Favourite Phone : Samsung S10+
First Mobile Game : A slot machine
Favourite mobile game :  Train sim
#VodafoneTreats",Paul 🚁,abzpaul,"Aberdeenshire, Scotland "
243,11231372,2022-02-28T20:26:41.000Z,11231372,"@VodafoneUK Your bereavement team are actively obstructing &amp; making my life hell. No other company, including financial institutions, have put up so many barriers and hoops to jump through. I just need to cancel my dead mother's mobile. 4months &amp; no progress. @BBCWatchdog worthy?",Jeremy Baker,jbee68,London borders
244,141015271,2022-02-28T20:25:39.000Z,141015271,"@VodafoneUK First Phone: Siemens C35 
Favourite Phone: IPhone 13 Pro (camera is just amazing)
First Mobile Game: Snake 🐍 
Favourite Mobile Game: Doodlejump!! I was so jealous that my sister got an iPhone before me I used to ask to have a shot of it just to play this game 🤣 #VodafoneTreats https://t.co/oej9sP7FHH",Donna,Stewp67,"Scotland, United Kingdom"
245,113683148,2022-02-28T20:15:19.000Z,113683148,"@VodafoneUK #VodafoneTreats 
 This beaut NEC my first love ! 
Snake 🐍 first game 
Fave phone is iPhone 11 
Candy crush fave game https://t.co/vEfm3RUp4s",🌟💕 Nic 💕🌟,nikewikewa,"North West, England"
246,387109201,2022-02-28T20:11:01.000Z,387109201,@VodafoneUK 3310-iPhone 13-snake-Criminal minds,Jai’🌸,JaimieeLeigh,London'Child 
247,616328978,2022-02-28T20:07:57.000Z,616328978,@VodafoneUK Business customer service was so not great. How many words essay does your agent writes? First day and not a good start. https://t.co/H2JPRhk2J4,Rohan Ataa,RohanAtaa,"London, England"
248,927938467,2022-02-28T20:03:15.000Z,927938467,"@VodafoneUK #VodafoneTreats
First phone Motorola M3788
Favourite phone Huawei P20
First mobile game Snake
Favourite mobile game Wordscapes",G Smith,44SmithG45,North England
249,1.16815E+18,2022-02-28T20:01:19.000Z,1.16815E+18,"@VodafoneUK First phone: Nokia  
Favourite: Samsung S21
First Game: brick game
Favourite game: with Woodoku at the moment!   #VodafoneTreats",Margaret GALLAGHER,jollydollie2019,Blackburn 
250,37633830,2022-02-28T20:00:11.000Z,37633830,"@VodafoneUK First phone: Ericsson GA628 (with changeable front plate. Wow 😂)
Favourite phone: Samsung S21
First mobile game: Snake
Favourite mobile game: Snake",Kenny Maclean,kennymaclean,London
251,352430106,2022-02-28T19:54:10.000Z,352430106,@VodafoneUK I'm having issues accessing my very me rewards I keep getting error code: 6201 please help!,Geezy 🇻🇨🇲🇸🇬🇧,Gm0n3y_2k,London 
252,386413593,2022-02-28T19:46:54.000Z,386413593,"@VodafoneUK #VodafoneTreats

First phone: Nokia 1011
Favourite phone: Blackberry Curve
First mobile game: Snake 🐍 
Favourite mobile game: Candy Crush 🍭",Kayleigh Smith,kwhanstall,
253,22173832,2022-02-28T19:44:50.000Z,22173832,"@VodafoneUK Nokia 3210
Defo the Nokia 😂  
Snake
Happy Colour!! 🌸 
#vodafonetreats",💃🏻 Katie Gingell 💃🏻,KatieVGingell,"Bristol, England"
254,409660188,2022-02-28T19:41:49.000Z,409660188,"@VodafoneUK #VodafoneTreats
First phone - Motorola D160
Fav phone - Oppo find X3 Pro
First Mob game - probs snake
Fav mob game - wordl",Elanor R,ElanorR78,"Newcastle Upon Tyne, England"
255,1.32612E+18,2022-02-28T19:40:25.000Z,1.32612E+18,"@VodafoneUK #VodafoneTreats

First phone: Nokia 3310
Favourite phone: Nokia 3310
First mobile game: snake
Favourite mobile game: snake",Clover 🍀,un_lucky_clover,Hampshire UK
256,352990280,2022-02-28T19:38:48.000Z,352990280,"@VodafoneUK #VodafoneTreats

First phone: Nokia 1610
Favourite phone: Samsung s3
First mobile game: tetris
Favourite mobile game: tiles",Laura Ashton,Pa2539Laura,
257,2414847652,2022-02-28T19:38:44.000Z,2414847652,"@VodafoneUK First phone: Sagem RC715
Favourite phone: iPhone 13
First mobile game: Snake
Favourite mobile game: FIFA https://t.co/0bMoHH22pu",John Davey,davey7000,
258,57285142,2022-02-28T19:36:29.000Z,57285142,"@VodafoneUK First phone: Motorola Startac 501
Favourite phone: Nokia 8850
First mobile game: Snake
Favourite mobile game: Candy Crush",Sundip Kainth,SundipKainth,
259,19648966,2022-02-28T19:31:35.000Z,19648966,"@VodafoneUK First phone was a mad crazy Panasonic that would double as an offensive weapon these days. Favourite phone was my Walkman phone. First mobile game was 🐍. Favourite game, trying to get money back after downloading the crazy frog. #vodafonetreats",Darren Miller,dazzmiller,"East Kilbride, Scotland"
260,396694011,2022-02-28T19:26:55.000Z,396694011,"@VodafoneUK First phone: Philips Digi (1998)
Favourite phone: Nokia 8910 Titanium
First mobile game: Snake
Favourite mobile game: Snake 2
#VodafoneTreats",mufc_red_devils,mufc_red_devils,Salford
261,21823082,2022-02-28T19:24:55.000Z,21823082,@VodafoneUK #Love Beautiful Wales https://t.co/khA27gKM2e,🍀ANNE JENKINS 🍀,WickedlyWelsh2,South Wales
262,1566504966,2022-02-28T19:15:38.000Z,1566504966,"@VodafoneUK Motorola startac
iPhone XS Max 
Snake 🐍 for what I remember?
Candy crush 😻 
#VodafoneTreats",Andrea S 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧,a_spalding1,Falkirk - Scotland
263,19995524,2022-02-28T19:11:34.000Z,19995524,@VodafoneUK First phone: Nokia brick.              Favourite phone: iPhone.    First mobile Game: 1st phone didn’t have one but then Snake.                         Favourite mobile game: Candy Crush.   #VodafoneTreats,Mmm,wea1307,UK
264,379071850,2022-02-28T19:10:32.000Z,379071850,"@VodafoneUK Bt cellnet phone, Nokia 3210, snake, pokemon go",Nimal Patel,nimal_patel,Dudley (MBC)
265,19828871,2022-02-28T19:10:25.000Z,19828871,"@VodafoneUK First phone:  Ericsson GF768
Favourite phone: iPhone 12 ProMax
First mobile game: Snake
Favourite mobile game: Snake",🤎💙💛 JORDANRHYS🤎💙💛,JORDANRHYS,Cumbria
266,22065013,2022-02-28T19:07:33.000Z,22065013,"@VodafoneUK First phone: Ericsson GA318
Favourite phone: Nokia 8210
First mobile game: Snake
Favourite mobile game: Infinity Blade",Mike McCluskie,MkMcClusk,Edinburgh
267,1291090328,2022-02-28T19:06:15.000Z,1291090328,"@VodafoneUK #vodafonetreats First phone: nokia 3270
Favourite phone: my first iphone
First mobile game: snake
Favourite mobile game: snake",Rachael 🍃,rachaelsit,UK
268,41682984,2022-02-28T19:06:04.000Z,41682984,"@VodafoneUK Nikia8110
NokiA 8110
Gotta be snake
Spent hours on candy crush",Vampire Bait,Antoinne73,"Sheffield, England"
269,96375410,2022-02-28T19:01:43.000Z,96375410,"@VodafoneUK First phone: Philips PRW 9250
Favourite phone: iPhone 12 Pro
First mobile game: Snake
Favourite mobile game: Pokémon Go

#VodafoneTreats https://t.co/XYOCV93Xbd",Adam Leyton,AdamLeyton,"Edinburgh, UK"
270,30315110,2022-02-28T19:01:29.000Z,30315110,"@VodafoneUK First phone: Nokia 3210 -the icon!
Favourite phone: Nokia 3210-you can’t beat the battery!!!
First mobile game: snake
Favourite mobile game: peggle!",natalie zindani,nat_zin85,Edinburgh 
271,109974606,2022-02-28T18:58:17.000Z,109974606,"@VodafoneUK First phone: Nokia 3210
Favourite phone: Blackberry (rip BBM🥲)
First mobile game: Snake 
Favourite mobile game: Logo Quiz #vodafonetreats",Milly Ayom,millaaay91,Harrogate
272,2487236884,2022-02-28T18:57:55.000Z,2487236884,"@VodafoneUK Oh, and my favourite phone is my Samsung s20 +5g",Kelly #teamlegend/#teamyounglives shaw,KellyShaw31,here there and everywhere 👽📻
273,52915554,2022-02-28T18:56:39.000Z,52915554,@VodafoneUK #Love https://t.co/yokDizzRPX,jєnnífєr вαkєr 🌻,JenniiPenny,"Wales, United Kingdom"
274,856573687,2022-02-28T18:56:15.000Z,856573687,"@VodafoneUK First phone: LG KS360 
Favourite phone: my current iPhone 12 mini
First mobile game: snake 🐍 
Favourite mobile game: probably snake #VodafoneTreats",Jess Edwards,Jess_Edwards95,
275,376132981,2022-02-28T18:53:30.000Z,376132981,"@VodafoneUK First phone:  Nokia 5110
Favourite phone: iPhone (first one - a wow moment)
First Mobile Game: Snake
Favourite Mobile Game: Monkey Island
#VodafoneTreats",Paul Sutherby,PaulSutherby,"Hampshire, UK"
276,41803296,2022-02-28T18:53:20.000Z,41803296,@Danjones_uk @VodafoneUK Lol oh yeah great simple feature that turned red when low on battery,Chris,redmeister81,"Altrincham, Cheshire. UK"
277,3246645654,2022-02-28T18:52:59.000Z,3246645654,"@VodafoneUK First phone: Nokia 2100
First mobile game: Snake game (in Nokia phone)
Favourite phone: Motorola v 3x
Favourite game: angry bird",Md. Iftekhar Alam,iftekhar12345,"Dhaka, Bangladesh"
278,1930681855,2022-02-28T18:51:55.000Z,1930681855,"@VodafoneUK First was a Nokia 3210
Favourite Blackberry Storm 
First Game ‘logic’ which still to this day I have no idea what it was about #Ironic 
Favourite has to be Candy Crush - keep coming back to it years later 😂",Natalie,Nataliejane2383,Newark on Trent
279,110745307,2022-02-28T18:51:10.000Z,110745307,"@VodafoneUK First phone: Motorola D520
Favourite phone: My current Galaxy S21 Ultra on Vodafone of course
First mobile game: Snake
Favourite mobile game: call of duty

#VodafoneTreats",Chris,Martial_Law87,
280,150788276,2022-02-28T18:50:42.000Z,150788276,"@VodafoneUK First phone: Phillips savvy
Favourite phone: Nokia 3310
First mobile game: snake
Favourite mobile game: snake 2 #vodafonetreats",Mat Boult,mr_boult,"Exeter, England"
281,41803296,2022-02-28T18:47:35.000Z,41803296,@Danjones_uk @VodafoneUK 15 text messages and the quietest notification sound. Got it for Christmas 98 I  think 🤔 . Still use the same number 👊,Chris,redmeister81,"Altrincham, Cheshire. UK"
282,142358555,2022-02-28T18:45:34.000Z,142358555,"@VodafoneUK 1st phone Nokia 6110 , favourite phone IPhone 7 (my current phone )  favourite game -Snake #VodafoneTreats https://t.co/qDUED0iCV6",LydiaGough 💗,lydfp_bobbysmum,West midlands UK
283,24273335,2022-02-28T18:44:13.000Z,24273335,"@VodafoneUK First phone: Nokia 3210 📵
Favourite phone: Samsung S9 Edge 📱 
First mobile game: Snake 🐍 
Favourite mobile game: Pirates Treasure ☠️ 🤑 

#VodafoneTreats",GothGirlGoneWild,gothgirlgone,
284,1.25696E+18,2022-02-28T18:42:09.000Z,1.25696E+18,"@VodafoneUK First phone: Trium Mars
Favorite phone: iPhone 8
First mobile game: Snake
Favourite mobile game: Temple Run
#VodafoneTreats",Owen Rhodes,catratbat_uk,United Kingdom
285,987478292,2022-02-28T18:39:24.000Z,987478292,"@VodafoneUK Sagem (had to keep buttons pressed to go through letters)
iPhone 3GS
Snake (Obvs)
Football Manager Mobile (makes train journeys enjoyable)
#VodafoneTreats",Jim Flowers,jimflowers83,"Stoke on Trent, UK"
286,489703734,2022-02-28T18:37:48.000Z,489703734,"@VodafoneUK First phone was Motorola c520? circa 1999, favourite is Samsung A51, first game was Snake, all time favourite was Candy Crush #VodafoneTreats",Louise Coulter,LouiseC432,Belfast
287,1166654394,2022-02-28T18:37:38.000Z,1166654394,"@VodafoneUK First phone: Pink Motorola L6
Favourite phone: Google Pixel 6 
First mobile game: snake
Favourite mobile game: Harry Potter Hogwarts Mystery",Natalie Atkinson,Nat_Atkinson95,
288,89907948,2022-02-28T18:34:46.000Z,89907948,"@VodafoneUK First phone: Motorola V220
Favourite phone: Huawei P20
First mobile game: snake!
Favouite mobile game: Doodle jump https://t.co/EGaEAWQGnT",Iain Tinkler,Iain_Tinkler,Edinburgh
289,22197874,2022-02-28T18:33:06.000Z,22197874,"@VodafoneUK Nokia 3310
Samsung s21 ultra
Snake!
Snake!!!",Lorraine,LoLoPopsicle,"London, Baby!"
290,476679596,2022-02-28T18:31:37.000Z,476679596,"@VodafoneUK First phone: Motorola C520
Favourite phone: Nokia 8310
First mobile game: Snake
Favourite mobile game: Snake",LouiseDannii,louisedanniixx,"England, United Kingdom"
291,569390566,2022-02-28T18:30:37.000Z,569390566,"@VodafoneUK First phone: Nokia 2110
Favourite phone: Nokia 6310
First mobile game:  snake
Favourite mobile game:  GardenScapes",Paul Whitmore,pswhitmore,
292,93743824,2022-02-28T18:30:11.000Z,93743824,@VodafoneUK First phone was a Motorola MicroTac in 1989 .. favourite phone is Current IPhone 13 pro .. first mobile game was snakes on a Nokia 3310 and favourite mobile game is Solitaire #VodafoneTreats,Bluestar Photography,Bluestar_Photog,N Ireland
293,34129772,2022-02-28T18:30:04.000Z,34129772,"@VodafoneUK First phone: Nokia 3210
Favourite phone: Sony Ericsson K700i 
First mobile game: Snakes
Favourite mobile game: Snakes (Wordle these days)",Ali علی,_AliSufyan,United Kingdom
294,9.5222E+17,2022-02-28T18:27:47.000Z,9.5222E+17,"@VodafoneUK First phone: Sony Ericsson brick phone
Favourite phone: Xperia mini pro
First mobile game: snake
Favourite mobile game: mario kart
#vodafonetreats",Steve,sgreen1971,"West Midlands, England"
295,913045045,2022-02-28T18:27:13.000Z,913045045,"@VodafoneUK - Nokia 3310
- split between D500 and 8310
- snake
- doodle jump",🟣 MohamedMuraj,MohamedMuraj,"London, England"
296,1.39754E+18,2022-02-28T18:21:51.000Z,1.39754E+18,"@VodafoneUK First phone: 3310 with a Simpson phone cover
Favourite phone: Samsung galaxy S3 my first proper smart phone loved it.
First game: Snake.
Favourite game Snake spent many hours sat on random chairs in shops waiting for my mum and sister to finish shopping",ChaffaCake,MCBigGuy88,"England, United Kingdom"
297,1.01742E+18,2022-02-28T18:20:56.000Z,1.01742E+18,"@VodafoneUK Blackberry 
My new S22 Ultra! (On Vodafone 😉)
Snake
Tetris
#VodafoneTreats",💜 Geri Gregg 💛,georgiedreams,"Chester, England"
298,240311587,2022-02-28T18:18:17.000Z,240311587,"@VodafoneUK First phone : Maxon mn1 
favourite phone: Nokia 3210 
First mobile game: snake 
Favourite mobile game: toy story (like bejewelled) #VodafoneTreats",Craig Price,craggleprice,
299,1211297653,2022-02-28T18:16:23.000Z,1211297653,"@VodafoneUK First: Nokia 3310
Favourite phone: iPhone 11
First game: Snake
Favourite game: candy crush 

#VodafoneTreats",Nik Jones,n_hop90,"Preston, England"
300,27604253,2022-02-28T18:15:45.000Z,27604253,"@VodafoneUK Motorola 
iPhone 
Snake 
Monopoly",Dawn Spooner,tiamilodolly,
301,41803296,2022-02-28T18:12:01.000Z,41803296,"@VodafoneUK #VodafoneTreats

First phone: MAXON MN1 MX-3204 (only stored 15 sms 🤣
Favourite phone:Nokia 6230
First mobile game: snake
Favourite mobile game: summer games",Chris,redmeister81,"Altrincham, Cheshire. UK"
302,827646397,2022-02-28T18:10:09.000Z,827646397,"@VodafoneUK #VodafoneTreats

First phone:m3788e motarola

Favourite phone: iPhone 12
First mobile game: snake 
Favourite mobile game angry birds 🐦",Kirsty Lou,kloubear88,"Chesterfield, England"
303,231884916,2022-02-28T18:10:00.000Z,231884916,"@VodafoneUK motorola v5, IPhone 11, Snake, Minecraft 😄",Becky John,becky0020,Llanelli
304,20184145,2022-02-28T18:09:44.000Z,20184145,"@VodafoneUK First Phone - Sharpe GX10
Favourite Phone - Nokia 6330
First Game - Snake
Favourite Game - Idle Football",⭐⭐⭐Rusty⭐⭐⭐1️⃣9️⃣* - Still Wearing a Mask and Soci,Rusty5010,Knowsley
305,101584244,2022-02-28T18:08:45.000Z,101584244,"@VodafoneUK Nokia 3210, the motorola one that span round and round, Tetris, and angry birds!",liz sullivan,lilasullivan78,bedford
306,101769173,2022-02-28T18:06:03.000Z,101769173,"@VodafoneUK First phone, Motorola of some sort but was so long ago can't remember model
Favourite phone Samsung
First game snake
Favourite game snake 😁",Andy Fountain,founts68,
307,8.53347E+17,2022-02-28T18:03:56.000Z,8.53347E+17,"@VodafoneUK First phone Nokia 3310
Favourite phone Samsung S21
First mobile game Snake
Favourite mobile game Snake
#vodafonetreats",k281279f,KarlFloyd28,
308,20467949,2022-02-28T18:03:35.000Z,20467949,"@VodafoneUK First phone: Sony Ericsson??                                  Favourite phone: LG Prada                       First mobile game: snake (what else!)🐍
Favourite mobile game: candy crush!   #VodafoneTreats",Emma Flett (charnock),Flette,
309,242695970,2022-02-28T18:02:16.000Z,242695970,"@VodafoneUK First phone: One of BT's own ones back in 1999
Favourite phone: iPhone 13 Pro Max
First mobile game: Snake
Favourite mobile game: Titanfall game that no longer exists. Used to love it.",Dave 🏴󠁧󠁢󠁳󠁣󠁴󠁿,BigGrumpyHaggis,Scotland
310,454331450,2022-02-28T18:02:00.000Z,454331450,"@VodafoneUK First phone: Motorolla C200
Favourite phone: iPhone 11 (current)
First game: snake
Favourite game: Temple run! 

#vodafonetreats",James Swain,JSwain29,"Worcester, England"
311,25352724,2022-02-28T18:01:54.000Z,25352724,"@VodafoneUK First phone: Motorola m3788e
Favourite phone: Nokia 7110
First mobile game: snake
Favourite mobile game: call of duty mobile",Richard Johnston,richard1984_1,
312,134622125,2022-02-28T18:01:28.000Z,134622125,"@VodafoneUK Alright, tell us yours and we could surprise you with #VodafoneTreats

First phone:Ericsson A1018s 
Favourite phone: Ericsson PDA P800
First mobile game: snake 🐍 
Favourite mobile game: Will always be snake 🤣🤣",Mohammad Robeul Hass,minhaj_ewu2005,"London, England"
313,1281592110,2022-02-28T18:00:18.000Z,1281592110,"@VodafoneUK Nokia 3310, IPhone 6 (at the time), Candy Crush, Pokemon Go!",Rachael,TheBendySlow,Londonish
314,2194676992,2022-02-28T18:00:08.000Z,2194676992,"@VodafoneUK First phone: nokia 3310
Fav phone: iohone 13 pro
First mobile game: snake
Favourite mobile game: temple run",Fabio Bellomo,Fabiobellomo6,
315,83860694,2022-02-28T17:58:45.000Z,83860694,"@VodafoneUK 3210
Blackberry
Snake
Snake II 🐍",Megan Walton,MegsonGrove,Manchester
316,20130521,2022-02-28T17:57:54.000Z,20130521,"@VodafoneUK First phone: my sister's hand me down in 1997, so it resembled a brick and you had to pull up a flimsy aerial to get signal.
Favourite phone: Sony xz premium
First game: Snake (classic!)
Favourite game: Wizard's Unite (gutted its not supported anymore)",Sarah Jones,MrsJonesSaz,"Thatcham, England"
317,560523187,2022-02-28T17:56:09.000Z,560523187,"@VodafoneUK Samsung E700
All iPhones 
Snake
Woodoku
#VodafoneTreats",Melissa Davies,meldavies121,"Telford, Shropshire"
318,207554224,2022-02-28T17:55:57.000Z,207554224,"@VodafoneUK #VodafoneTreats

First phone: Sony Ericsson
Favourite phone:Samsung s20
First mobile game:Snake
Favourite mobile game:Space impact",George Block,GeorgeBlock23,Suffolk
319,481916081,2022-02-28T17:55:01.000Z,481916081,"@VodafoneUK First Phone: Nokia 3410
Favourite Phone: Samsung D500
First mobile game: Snake
Favourite Mobile Game: 8 Ball Pool",Mike Blythe,MikeBlibBlythe,Cheshire
320,234545629,2022-02-28T17:54:14.000Z,234545629,"@VodafoneUK First phone: Nokia 3310
Favourite phone: HTC One
First mobile game: Snake
Favourite mobile game: Not sure, just kinda flit between games.",Rob Wasteney,RobWasteney,Sheffield
321,1365380533,2022-02-28T17:53:26.000Z,1365380533,"@VodafoneUK First Phone: Sony Erickson Walkman 🎶 #
Favourite Phone: IPhone 13 pro max 
First mobile game: snake 
Favourite mobile game: snake 
#VodafoneTreats",Tom,Tommo24122,"Scotland, United Kingdom"
322,611904908,2022-02-28T17:50:58.000Z,611904908,"@VodafoneUK First phone: LG KS360 Qwerty keyboard phone
Favourite phone: iPhone 12 Pro Max
First mobile game: Temple Run
Favourite mobile game: Coin Dozer
#VodafoneTreats https://t.co/ieS2WzJX0h",Zaaccc🦓,Zaaccc,
323,1.01733E+18,2022-02-28T17:48:40.000Z,1.01733E+18,"@VodafoneUK #VodafoneTreats
First phone:Nokia 3210
Favourite phone: my trusty  Samsung galaxy  s6 🤣 would so love an upgrade 
First mobile game: Snake
Favourite mobile game: Candy Crush🍬🍬🍬🍬🍬🍬🍬🍬",Mummy 🌟 of 🌟 7 🌟 Kids,Mummy_of_7_Kids,"North West, England "
324,23767944,2022-02-28T17:47:56.000Z,23767944,"@VodafoneUK Nokia 8310
iPhone 13
Snake 🐍 
Tetris #VodafoneTreats",❈🌻❈ 𝕁𝕖𝕞𝕞𝕒 ❈🌻❈,JEMMAMC86,"Plymouth, England"
325,20064349,2022-02-28T17:42:58.000Z,20064349,"@VodafoneUK First phone: Nokia 3310 - Being able to change the case was such fun!
Favourite phone: Nokia NGage - I loved having a phone that shape
First mobile game: Snake - many an hour wasted on it, original snake was the best! 
Favourite mobile game: candy crush #vodafonetreats",Hannah Kate,hanz1808,Bath
